Continent,Country,Pivot Field Names,Year,Pivot Field Values,Rank
Europe,Netherlands,Family,2019,1.522,5
Europe,Netherlands,Freedom,2019,0.557,5
Europe,Netherlands,Generosity,2019,0.322,5
Europe,Netherlands,Government trust,2019,0.298,5
Europe,Netherlands,Health (Life Expectancy),2019,0.999,5
Europe,Netherlands,Score,2019,7.488,5
Europe,Switzerland,Economy,2019,1.452,6
Europe,Switzerland,Family,2019,1.526,6
Europe,Switzerland,Freedom,2019,0.572,6
Europe,Switzerland,Generosity,2019,0.263,6
Europe,Switzerland,Government trust,2019,0.343,6
Europe,Switzerland,Health (Life Expectancy),2019,1.052,6
Europe,Switzerland,Score,2019,7.48,6
Europe,Sweden,Economy,2019,1.387,7
Europe,Sweden,Family,2019,1.487,7
Europe,Sweden,Freedom,2019,0.574,7
Europe,Sweden,Generosity,2019,0.267,7
Europe,Sweden,Government trust,2019,0.373,7
Europe,Sweden,Health (Life Expectancy),2019,1.009,7
Europe,Sweden,Score,2019,7.343,7
Oceania,New Zealand,Economy,2019,1.303,8
Oceania,New Zealand,Family,2019,1.557,8
Oceania,New Zealand,Freedom,2019,0.585,8
Oceania,New Zealand,Generosity,2019,0.33,8
Oceania,New Zealand,Government trust,2019,0.38,8
Oceania,New Zealand,Health (Life Expectancy),2019,1.026,8
Oceania,New Zealand,Score,2019,7.307,8
North America,Canada,Economy,2019,1.365,9
North America,Canada,Family,2019,1.505,9
North America,Canada,Freedom,2019,0.584,9
North America,Canada,Generosity,2019,0.285,9
North America,Canada,Government trust,2019,0.308,9
North America,Canada,Health (Life Expectancy),2019,1.039,9
North America,Canada,Score,2019,7.278,9
Europe,Austria,Economy,2019,1.376,10
Europe,Austria,Family,2019,1.475,10
Europe,Austria,Freedom,2019,0.532,10
Europe,Austria,Generosity,2019,0.244,10
Europe,Austria,Government trust,2019,0.226,10
Europe,Austria,Health (Life Expectancy),2019,1.016,10
Europe,Austria,Score,2019,7.246,10
Oceania,Australia,Economy,2019,1.372,11
Oceania,Australia,Family,2019,1.548,11
Oceania,Australia,Freedom,2019,0.557,11
Oceania,Australia,Generosity,2019,0.332,11
Oceania,Australia,Government trust,2019,0.29,11
Oceania,Australia,Health (Life Expectancy),2019,1.036,11
Oceania,Australia,Score,2019,7.228,11
North America,Costa Rica,Economy,2019,1.034,12
North America,Costa Rica,Family,2019,1.441,12
North America,Costa Rica,Freedom,2019,0.558,12
North America,Costa Rica,Generosity,2019,0.144,12
North America,Costa Rica,Government trust,2019,0.093,12
North America,Costa Rica,Health (Life Expectancy),2019,0.963,12
North America,Costa Rica,Score,2019,7.167,12
Asia,Israel,Economy,2019,1.276,13
Asia,Israel,Family,2019,1.455,13
Asia,Israel,Freedom,2019,0.371,13
Asia,Israel,Generosity,2019,0.261,13
Asia,Israel,Government trust,2019,0.082,13
Asia,Israel,Health (Life Expectancy),2019,1.029,13
Asia,Israel,Score,2019,7.139,13
Europe,Luxembourg,Economy,2019,1.609,14
Europe,Luxembourg,Family,2019,1.479,14
Europe,Luxembourg,Freedom,2019,0.526,14
Europe,Luxembourg,Generosity,2019,0.194,14
Europe,Luxembourg,Government trust,2019,0.316,14
Europe,Luxembourg,Health (Life Expectancy),2019,1.012,14
Europe,Luxembourg,Score,2019,7.09,14
Europe,United Kingdom,Economy,2019,1.333,15
Europe,United Kingdom,Family,2019,1.538,15
Europe,United Kingdom,Freedom,2019,0.45,15
Europe,United Kingdom,Generosity,2019,0.348,15
Europe,United Kingdom,Government trust,2019,0.278,15
Europe,United Kingdom,Health (Life Expectancy),2019,0.996,15
Europe,United Kingdom,Score,2019,7.054,15
Europe,Ireland,Economy,2019,1.499,16
Europe,Ireland,Family,2019,1.553,16
Europe,Ireland,Freedom,2019,0.516,16
Europe,Ireland,Generosity,2019,0.298,16
Europe,Ireland,Government trust,2019,0.31,16
Europe,Ireland,Health (Life Expectancy),2019,0.999,16
Europe,Ireland,Score,2019,7.021,16
Europe,Germany,Economy,2019,1.373,17
Europe,Germany,Family,2019,1.454,17
Europe,Germany,Freedom,2019,0.495,17
Europe,Germany,Generosity,2019,0.261,17
Europe,Germany,Government trust,2019,0.265,17
Europe,Germany,Health (Life Expectancy),2019,0.987,17
Europe,Germany,Score,2019,6.985,17
Europe,Belgium,Economy,2019,1.356,18
Europe,Belgium,Family,2019,1.504,18
Europe,Belgium,Freedom,2019,0.473,18
Europe,Belgium,Generosity,2019,0.16,18
Europe,Belgium,Government trust,2019,0.21,18
Europe,Belgium,Health (Life Expectancy),2019,0.986,18
Europe,Belgium,Score,2019,6.923,18
North America,United States,Economy,2019,1.433,19
North America,United States,Family,2019,1.457,19
North America,United States,Freedom,2019,0.454,19
North America,United States,Generosity,2019,0.28,19
North America,United States,Government trust,2019,0.128,19
North America,United States,Health (Life Expectancy),2019,0.874,19
North America,United States,Score,2019,6.892,19
Europe,Czech Republic,Economy,2019,1.269,20
Europe,Czech Republic,Family,2019,1.487,20
Europe,Czech Republic,Freedom,2019,0.457,20
Europe,Czech Republic,Generosity,2019,0.046,20
Europe,Czech Republic,Government trust,2019,0.036,20
Europe,Czech Republic,Health (Life Expectancy),2019,0.92,20
Europe,Czech Republic,Score,2019,6.852,20
Asia,United Arab Emirates,Economy,2019,1.503,21
Asia,United Arab Emirates,Family,2019,1.31,21
Asia,United Arab Emirates,Freedom,2019,0.598,21
Asia,United Arab Emirates,Generosity,2019,0.262,21
Asia,United Arab Emirates,Government trust,2019,0.182,21
Asia,United Arab Emirates,Health (Life Expectancy),2019,0.825,21
Asia,United Arab Emirates,Score,2019,6.825,21
Europe,Malta,Economy,2019,1.3,22
Europe,Malta,Family,2019,1.52,22
Europe,Malta,Freedom,2019,0.564,22
Europe,Malta,Generosity,2019,0.375,22
Europe,Malta,Government trust,2019,0.151,22
Europe,Malta,Health (Life Expectancy),2019,0.999,22
Europe,Malta,Score,2019,6.726,22
North America,Mexico,Economy,2019,1.07,23
North America,Mexico,Family,2019,1.323,23
North America,Mexico,Freedom,2019,0.433,23
North America,Mexico,Generosity,2019,0.074,23
North America,Mexico,Government trust,2019,0.073,23
North America,Mexico,Health (Life Expectancy),2019,0.861,23
North America,Mexico,Score,2019,6.595,23
Europe,France,Economy,2019,1.324,24
Europe,France,Family,2019,1.472,24
Europe,France,Freedom,2019,0.436,24
Europe,France,Generosity,2019,0.111,24
Europe,France,Government trust,2019,0.183,24
Europe,France,Health (Life Expectancy),2019,1.045,24
Europe,France,Score,2019,6.592,24
Asia,Taiwan,Economy,2019,1.368,25
Asia,Taiwan,Family,2019,1.43,25
Asia,Taiwan,Freedom,2019,0.351,25
Asia,Taiwan,Generosity,2019,0.242,25
Asia,Taiwan,Government trust,2019,0.097,25
Asia,Taiwan,Health (Life Expectancy),2019,0.914,25
Asia,Taiwan,Score,2019,6.446,25
South America,Chile,Economy,2019,1.159,26
South America,Chile,Family,2019,1.369,26
South America,Chile,Freedom,2019,0.357,26
South America,Chile,Generosity,2019,0.187,26
South America,Chile,Government trust,2019,0.056,26
South America,Chile,Health (Life Expectancy),2019,0.92,26
South America,Chile,Score,2019,6.444,26
North America,Guatemala,Economy,2019,0.8,27
North America,Guatemala,Family,2019,1.269,27
North America,Guatemala,Freedom,2019,0.535,27
North America,Guatemala,Generosity,2019,0.175,27
North America,Guatemala,Government trust,2019,0.078,27
North America,Guatemala,Health (Life Expectancy),2019,0.746,27
North America,Guatemala,Score,2019,6.436,27
Asia,Saudi Arabia,Economy,2019,1.403,28
Asia,Saudi Arabia,Family,2019,1.357,28
Asia,Saudi Arabia,Freedom,2019,0.439,28
Asia,Saudi Arabia,Generosity,2019,0.08,28
Asia,Saudi Arabia,Government trust,2019,0.132,28
Asia,Saudi Arabia,Health (Life Expectancy),2019,0.795,28
Asia,Saudi Arabia,Score,2019,6.375,28
Asia,Qatar,Economy,2019,1.684,29
Asia,Qatar,Family,2019,1.313,29
Asia,Qatar,Freedom,2019,0.555,29
Asia,Qatar,Generosity,2019,0.22,29
Asia,Qatar,Government trust,2019,0.167,29
Asia,Qatar,Health (Life Expectancy),2019,0.871,29
Asia,Qatar,Score,2019,6.374,29
Europe,Spain,Economy,2019,1.286,30
Europe,Spain,Family,2019,1.484,30
Europe,Spain,Freedom,2019,0.362,30
Europe,Spain,Generosity,2019,0.153,30
Europe,Spain,Government trust,2019,0.079,30
Europe,Spain,Health (Life Expectancy),2019,1.062,30
Europe,Spain,Score,2019,6.354,30
North America,Panama,Economy,2019,1.149,31
North America,Panama,Family,2019,1.442,31
North America,Panama,Freedom,2019,0.516,31
North America,Panama,Generosity,2019,0.109,31
North America,Panama,Government trust,2019,0.054,31
North America,Panama,Health (Life Expectancy),2019,0.91,31
North America,Panama,Score,2019,6.321,31
South America,Brazil,Economy,2019,1.004,32
South America,Brazil,Family,2019,1.439,32
South America,Brazil,Freedom,2019,0.39,32
South America,Brazil,Generosity,2019,0.099,32
South America,Brazil,Government trust,2019,0.086,32
South America,Brazil,Health (Life Expectancy),2019,0.802,32
South America,Brazil,Score,2019,6.3,32
South America,Uruguay,Economy,2019,1.124,33
South America,Uruguay,Family,2019,1.465,33
South America,Uruguay,Freedom,2019,0.523,33
South America,Uruguay,Generosity,2019,0.127,33
South America,Uruguay,Government trust,2019,0.15,33
South America,Uruguay,Health (Life Expectancy),2019,0.891,33
South America,Uruguay,Score,2019,6.293,33
Asia,Singapore,Economy,2019,1.572,34
Asia,Singapore,Family,2019,1.463,34
Asia,Singapore,Freedom,2019,0.556,34
Asia,Singapore,Generosity,2019,0.271,34
Asia,Singapore,Government trust,2019,0.453,34
Asia,Singapore,Health (Life Expectancy),2019,1.141,34
Asia,Singapore,Score,2019,6.262,34
North America,El Salvador,Economy,2019,0.794,35
North America,El Salvador,Family,2019,1.242,35
North America,El Salvador,Freedom,2019,0.43,35
North America,El Salvador,Generosity,2019,0.093,35
North America,El Salvador,Government trust,2019,0.074,35
North America,El Salvador,Health (Life Expectancy),2019,0.789,35
North America,El Salvador,Score,2019,6.253,35
Europe,Italy,Economy,2019,1.294,36
Europe,Italy,Family,2019,1.488,36
Europe,Italy,Freedom,2019,0.231,36
Europe,Italy,Generosity,2019,0.158,36
Europe,Italy,Government trust,2019,0.03,36
Europe,Italy,Health (Life Expectancy),2019,1.039,36
Europe,Italy,Score,2019,6.223,36
Asia,Bahrain,Economy,2019,1.362,37
Asia,Bahrain,Family,2019,1.368,37
Asia,Bahrain,Freedom,2019,0.536,37
Asia,Bahrain,Generosity,2019,0.255,37
Asia,Bahrain,Government trust,2019,0.11,37
Asia,Bahrain,Health (Life Expectancy),2019,0.871,37
Asia,Bahrain,Score,2019,6.199,37
Europe,Slovakia,Economy,2019,1.246,38
Europe,Slovakia,Family,2019,1.504,38
Europe,Slovakia,Freedom,2019,0.334,38
Europe,Slovakia,Generosity,2019,0.121,38
Europe,Slovakia,Government trust,2019,0.014,38
Europe,Slovakia,Health (Life Expectancy),2019,0.881,38
Europe,Slovakia,Score,2019,6.198,38
Europe,Poland,Economy,2019,1.206,40
Europe,Poland,Family,2019,1.438,40
Europe,Poland,Freedom,2019,0.483,40
Europe,Poland,Generosity,2019,0.117,40
Europe,Poland,Government trust,2019,0.05,40
Europe,Poland,Health (Life Expectancy),2019,0.884,40
Europe,Poland,Score,2019,6.182,40
Asia,Uzbekistan,Economy,2019,0.745,41
Asia,Uzbekistan,Family,2019,1.529,41
Asia,Uzbekistan,Freedom,2019,0.631,41
Asia,Uzbekistan,Generosity,2019,0.322,41
Asia,Uzbekistan,Government trust,2019,0.24,41
Asia,Uzbekistan,Health (Life Expectancy),2019,0.756,41
Asia,Uzbekistan,Score,2019,6.174,41
Europe,Lithuania,Economy,2019,1.238,42
Europe,Lithuania,Family,2019,1.515,42
Europe,Lithuania,Freedom,2019,0.291,42
Europe,Lithuania,Generosity,2019,0.043,42
Europe,Lithuania,Government trust,2019,0.042,42
Europe,Lithuania,Health (Life Expectancy),2019,0.818,42
Europe,Lithuania,Score,2019,6.149,42
South America,Colombia,Economy,2019,0.985,43
South America,Colombia,Family,2019,1.41,43
South America,Colombia,Freedom,2019,0.47,43
South America,Colombia,Generosity,2019,0.099,43
South America,Colombia,Government trust,2019,0.034,43
South America,Colombia,Health (Life Expectancy),2019,0.841,43
South America,Colombia,Score,2019,6.125,43
Europe,Slovenia,Economy,2019,1.258,44
Europe,Slovenia,Family,2019,1.523,44
Europe,Slovenia,Freedom,2019,0.564,44
Europe,Slovenia,Generosity,2019,0.144,44
Europe,Slovenia,Government trust,2019,0.057,44
Europe,Slovenia,Health (Life Expectancy),2019,0.953,44
Europe,Slovenia,Score,2019,6.118,44
North America,Nicaragua,Economy,2019,0.694,45
North America,Nicaragua,Family,2019,1.325,45
North America,Nicaragua,Freedom,2019,0.435,45
North America,Nicaragua,Generosity,2019,0.2,45
North America,Nicaragua,Government trust,2019,0.127,45
North America,Nicaragua,Health (Life Expectancy),2019,0.835,45
North America,Nicaragua,Score,2019,6.105,45
Europe,Kosovo,Economy,2019,0.882,46
Europe,Kosovo,Family,2019,1.232,46
Europe,Kosovo,Freedom,2019,0.489,46
Europe,Kosovo,Generosity,2019,0.262,46
Europe,Kosovo,Government trust,2019,0.006,46
Europe,Kosovo,Health (Life Expectancy),2019,0.758,46
Europe,Kosovo,Score,2019,6.1,46
South America,Argentina,Economy,2019,1.092,47
South America,Argentina,Family,2019,1.432,47
South America,Argentina,Freedom,2019,0.471,47
South America,Argentina,Generosity,2019,0.066,47
South America,Argentina,Government trust,2019,0.05,47
South America,Argentina,Health (Life Expectancy),2019,0.881,47
South America,Argentina,Score,2019,6.086,47
Europe,Romania,Economy,2019,1.162,48
Europe,Romania,Family,2019,1.232,48
Europe,Romania,Freedom,2019,0.462,48
Europe,Romania,Generosity,2019,0.083,48
Europe,Romania,Government trust,2019,0.005,48
Europe,Romania,Health (Life Expectancy),2019,0.825,48
Europe,Romania,Score,2019,6.07,48
Asia,Cyprus,Economy,2019,1.263,49
Asia,Cyprus,Family,2019,1.223,49
Asia,Cyprus,Freedom,2019,0.406,49
Asia,Cyprus,Generosity,2019,0.19,49
Asia,Cyprus,Government trust,2019,0.041,49
Asia,Cyprus,Health (Life Expectancy),2019,1.042,49
Asia,Cyprus,Score,2019,6.046,49
South America,Ecuador,Economy,2019,0.912,50
South America,Ecuador,Family,2019,1.312,50
South America,Ecuador,Freedom,2019,0.498,50
South America,Ecuador,Generosity,2019,0.126,50
South America,Ecuador,Government trust,2019,0.087,50
South America,Ecuador,Health (Life Expectancy),2019,0.868,50
South America,Ecuador,Score,2019,6.028,50
Asia,Kuwait,Economy,2019,1.5,51
Asia,Kuwait,Family,2019,1.319,51
Asia,Kuwait,Freedom,2019,0.493,51
Asia,Kuwait,Generosity,2019,0.142,51
Asia,Kuwait,Government trust,2019,0.097,51
Asia,Kuwait,Health (Life Expectancy),2019,0.808,51
Asia,Kuwait,Score,2019,6.021,51
Asia,Thailand,Economy,2019,1.05,52
Asia,Thailand,Family,2019,1.409,52
Asia,Thailand,Freedom,2019,0.557,52
Asia,Thailand,Generosity,2019,0.359,52
Asia,Thailand,Government trust,2019,0.028,52
Asia,Thailand,Health (Life Expectancy),2019,0.828,52
Asia,Thailand,Score,2019,6.008,52
Europe,Latvia,Economy,2019,1.187,53
Europe,Latvia,Family,2019,1.465,53
Europe,Latvia,Freedom,2019,0.264,53
Europe,Latvia,Generosity,2019,0.075,53
Europe,Latvia,Government trust,2019,0.064,53
Europe,Latvia,Health (Life Expectancy),2019,0.812,53
Europe,Latvia,Score,2019,5.94,53
Asia,South Korea,Economy,2019,1.301,54
Asia,South Korea,Family,2019,1.219,54
Asia,South Korea,Freedom,2019,0.159,54
Asia,South Korea,Generosity,2019,0.175,54
Asia,South Korea,Government trust,2019,0.056,54
Asia,South Korea,Health (Life Expectancy),2019,1.036,54
Asia,South Korea,Score,2019,5.895,54
Europe,Estonia,Economy,2019,1.237,55
Europe,Estonia,Family,2019,1.528,55
Europe,Estonia,Freedom,2019,0.495,55
Europe,Estonia,Generosity,2019,0.103,55
Europe,Estonia,Government trust,2019,0.161,55
Europe,Estonia,Health (Life Expectancy),2019,0.874,55
Europe,Estonia,Score,2019,5.893,55
North America,Jamaica,Economy,2019,0.831,56
North America,Jamaica,Family,2019,1.478,56
North America,Jamaica,Freedom,2019,0.49,56
North America,Jamaica,Generosity,2019,0.107,56
North America,Jamaica,Government trust,2019,0.028,56
North America,Jamaica,Health (Life Expectancy),2019,0.831,56
North America,Jamaica,Score,2019,5.89,56
Africa,Mauritius,Economy,2019,1.12,57
Africa,Mauritius,Family,2019,1.402,57
Africa,Mauritius,Freedom,2019,0.498,57
Africa,Mauritius,Generosity,2019,0.215,57
Africa,Mauritius,Government trust,2019,0.06,57
Africa,Mauritius,Health (Life Expectancy),2019,0.798,57
Africa,Mauritius,Score,2019,5.888,57
Asia,Japan,Economy,2019,1.327,58
Asia,Japan,Family,2019,1.419,58
Asia,Japan,Freedom,2019,0.445,58
Asia,Japan,Generosity,2019,0.069,58
Asia,Japan,Government trust,2019,0.14,58
Asia,Japan,Health (Life Expectancy),2019,1.088,58
Asia,Japan,Score,2019,5.886,58
North America,Honduras,Economy,2019,0.642,59
North America,Honduras,Family,2019,1.236,59
North America,Honduras,Freedom,2019,0.507,59
North America,Honduras,Generosity,2019,0.246,59
North America,Honduras,Government trust,2019,0.078,59
North America,Honduras,Health (Life Expectancy),2019,0.828,59
North America,Honduras,Score,2019,5.86,59
Asia,Kazakhstan,Economy,2019,1.173,60
Asia,Kazakhstan,Family,2019,1.508,60
Asia,Kazakhstan,Freedom,2019,0.41,60
Asia,Kazakhstan,Generosity,2019,0.146,60
Asia,Kazakhstan,Government trust,2019,0.096,60
Asia,Kazakhstan,Health (Life Expectancy),2019,0.729,60
Asia,Kazakhstan,Score,2019,5.809,60
South America,Bolivia,Economy,2019,0.776,61
South America,Bolivia,Family,2019,1.209,61
South America,Bolivia,Freedom,2019,0.511,61
South America,Bolivia,Generosity,2019,0.137,61
South America,Bolivia,Government trust,2019,0.064,61
South America,Bolivia,Health (Life Expectancy),2019,0.706,61
South America,Bolivia,Score,2019,5.779,61
Europe,Hungary,Economy,2019,1.201,62
Europe,Hungary,Family,2019,1.41,62
Europe,Hungary,Freedom,2019,0.199,62
Europe,Hungary,Generosity,2019,0.081,62
Europe,Hungary,Government trust,2019,0.02,62
Europe,Hungary,Health (Life Expectancy),2019,0.828,62
Europe,Hungary,Score,2019,5.758,62
South America,Paraguay,Economy,2019,0.855,63
South America,Paraguay,Family,2019,1.475,63
South America,Paraguay,Freedom,2019,0.514,63
South America,Paraguay,Generosity,2019,0.184,63
South America,Paraguay,Government trust,2019,0.08,63
South America,Paraguay,Health (Life Expectancy),2019,0.777,63
South America,Paraguay,Score,2019,5.743,63
Asia,Northern Cyprus,Economy,2019,1.263,64
Asia,Northern Cyprus,Family,2019,1.252,64
Asia,Northern Cyprus,Freedom,2019,0.417,64
Asia,Northern Cyprus,Generosity,2019,0.191,64
Asia,Northern Cyprus,Government trust,2019,0.162,64
Asia,Northern Cyprus,Health (Life Expectancy),2019,1.042,64
Asia,Northern Cyprus,Score,2019,5.718,64
South America,Peru,Economy,2019,0.96,65
South America,Peru,Family,2019,1.274,65
South America,Peru,Freedom,2019,0.455,65
South America,Peru,Generosity,2019,0.083,65
South America,Peru,Government trust,2019,0.027,65
South America,Peru,Health (Life Expectancy),2019,0.854,65
South America,Peru,Score,2019,5.697,65
Europe,Portugal,Economy,2019,1.221,66
Europe,Portugal,Family,2019,1.431,66
Europe,Portugal,Freedom,2019,0.508,66
Europe,Portugal,Generosity,2019,0.047,66
Europe,Portugal,Government trust,2019,0.025,66
Europe,Portugal,Health (Life Expectancy),2019,0.999,66
Europe,Portugal,Score,2019,5.693,66
Asia,Pakistan,Economy,2019,0.677,67
Asia,Pakistan,Family,2019,0.886,67
Asia,Pakistan,Freedom,2019,0.313,67
Asia,Pakistan,Generosity,2019,0.22,67
Asia,Pakistan,Government trust,2019,0.098,67
Asia,Pakistan,Health (Life Expectancy),2019,0.535,67
Asia,Pakistan,Score,2019,5.653,67
Europe,Russia,Economy,2019,1.183,68
Europe,Russia,Family,2019,1.452,68
Europe,Russia,Freedom,2019,0.334,68
Europe,Russia,Generosity,2019,0.082,68
Europe,Russia,Government trust,2019,0.031,68
Europe,Russia,Health (Life Expectancy),2019,0.726,68
Europe,Russia,Score,2019,5.648,68
Asia,Philippines,Economy,2019,0.807,69
Asia,Philippines,Family,2019,1.293,69
Asia,Philippines,Freedom,2019,0.558,69
Asia,Philippines,Generosity,2019,0.117,69
Asia,Philippines,Government trust,2019,0.107,69
Asia,Philippines,Health (Life Expectancy),2019,0.657,69
Asia,Philippines,Score,2019,5.631,69
Europe,Serbia,Economy,2019,1.004,70
Europe,Serbia,Family,2019,1.383,70
Europe,Serbia,Freedom,2019,0.282,70
Europe,Serbia,Generosity,2019,0.137,70
Europe,Serbia,Government trust,2019,0.039,70
Europe,Serbia,Health (Life Expectancy),2019,0.854,70
Europe,Serbia,Score,2019,5.603,70
Europe,Moldova,Economy,2019,0.685,71
Europe,Moldova,Family,2019,1.328,71
Europe,Moldova,Freedom,2019,0.245,71
Europe,Moldova,Generosity,2019,0.181,71
Europe,Moldova,Government trust,2019,0,71
Europe,Moldova,Health (Life Expectancy),2019,0.739,71
Europe,Moldova,Score,2019,5.529,71
Africa,Libya,Economy,2019,1.044,72
Africa,Libya,Family,2019,1.303,72
Africa,Libya,Freedom,2019,0.416,72
Africa,Libya,Generosity,2019,0.133,72
Africa,Libya,Government trust,2019,0.152,72
Africa,Libya,Health (Life Expectancy),2019,0.673,72
Africa,Libya,Score,2019,5.525,72
Europe,Montenegro,Economy,2019,1.051,73
Europe,Montenegro,Family,2019,1.361,73
Europe,Montenegro,Freedom,2019,0.197,73
Europe,Montenegro,Generosity,2019,0.142,73
Europe,Montenegro,Government trust,2019,0.08,73
Europe,Montenegro,Health (Life Expectancy),2019,0.871,73
Europe,Montenegro,Score,2019,5.523,73
Asia,Tajikistan,Economy,2019,0.493,74
Asia,Tajikistan,Family,2019,1.098,74
Asia,Tajikistan,Freedom,2019,0.389,74
Asia,Tajikistan,Generosity,2019,0.23,74
Asia,Tajikistan,Government trust,2019,0.144,74
Asia,Tajikistan,Health (Life Expectancy),2019,0.718,74
Asia,Tajikistan,Score,2019,5.467,74
Europe,Croatia,Economy,2019,1.155,75
Europe,Croatia,Family,2019,1.266,75
Europe,Croatia,Freedom,2019,0.296,75
Europe,Croatia,Generosity,2019,0.119,75
Europe,Croatia,Government trust,2019,0.022,75
Europe,Croatia,Health (Life Expectancy),2019,0.914,75
Europe,Croatia,Score,2019,5.432,75
Asia,Hong Kong SAR China,Economy,2019,1.438,76
Asia,Hong Kong SAR China,Family,2019,1.277,76
Asia,Hong Kong SAR China,Freedom,2019,0.44,76
Asia,Hong Kong SAR China,Generosity,2019,0.258,76
Asia,Hong Kong SAR China,Government trust,2019,0.287,76
Asia,Hong Kong SAR China,Health (Life Expectancy),2019,1.122,76
Asia,Hong Kong SAR China,Score,2019,5.43,76
North America,Dominican Republic,Economy,2019,1.015,77
North America,Dominican Republic,Family,2019,1.401,77
North America,Dominican Republic,Freedom,2019,0.497,77
North America,Dominican Republic,Generosity,2019,0.113,77
North America,Dominican Republic,Government trust,2019,0.101,77
North America,Dominican Republic,Health (Life Expectancy),2019,0.779,77
North America,Dominican Republic,Score,2019,5.425,77
Europe,Bosnia and Herzegovina,Economy,2019,0.945,78
Europe,Bosnia and Herzegovina,Family,2019,1.212,78
Europe,Bosnia and Herzegovina,Freedom,2019,0.212,78
Europe,Bosnia and Herzegovina,Generosity,2019,0.263,78
Europe,Bosnia and Herzegovina,Government trust,2019,0.006,78
Europe,Bosnia and Herzegovina,Health (Life Expectancy),2019,0.845,78
Europe,Bosnia and Herzegovina,Score,2019,5.386,78
Asia,Turkey,Economy,2019,1.183,79
Asia,Turkey,Family,2019,1.36,79
Asia,Turkey,Freedom,2019,0.195,79
Asia,Turkey,Generosity,2019,0.083,79
Asia,Turkey,Government trust,2019,0.106,79
Asia,Turkey,Health (Life Expectancy),2019,0.808,79
Asia,Turkey,Score,2019,5.373,79
Asia,Malaysia,Economy,2019,1.221,80
Asia,Malaysia,Family,2019,1.171,80
Asia,Malaysia,Freedom,2019,0.508,80
Asia,Malaysia,Generosity,2019,0.26,80
Asia,Malaysia,Government trust,2019,0.024,80
Asia,Malaysia,Health (Life Expectancy),2019,0.828,80
Asia,Malaysia,Score,2019,5.339,80
Europe,Belarus,Economy,2019,1.067,81
Europe,Belarus,Family,2019,1.465,81
Europe,Belarus,Freedom,2019,0.235,81
Europe,Belarus,Generosity,2019,0.094,81
Europe,Belarus,Government trust,2019,0.142,81
Europe,Belarus,Health (Life Expectancy),2019,0.789,81
Europe,Belarus,Score,2019,5.323,81
Europe,Greece,Economy,2019,1.181,82
Europe,Greece,Family,2019,1.156,82
Europe,Greece,Freedom,2019,0.067,82
Europe,Greece,Generosity,2019,0,82
Europe,Greece,Government trust,2019,0.034,82
Europe,Greece,Health (Life Expectancy),2019,0.999,82
Europe,Greece,Score,2019,5.287,82
Asia,Mongolia,Economy,2019,0.948,83
Asia,Mongolia,Family,2019,1.531,83
Asia,Mongolia,Freedom,2019,0.317,83
Asia,Mongolia,Generosity,2019,0.235,83
Asia,Mongolia,Government trust,2019,0.038,83
Asia,Mongolia,Health (Life Expectancy),2019,0.667,83
Asia,Mongolia,Score,2019,5.285,83
Europe,North Macedonia,Economy,2019,0.983,84
Europe,North Macedonia,Family,2019,1.294,84
Europe,North Macedonia,Freedom,2019,0.345,84
Europe,North Macedonia,Generosity,2019,0.185,84
Europe,North Macedonia,Government trust,2019,0.034,84
Europe,North Macedonia,Health (Life Expectancy),2019,0.838,84
Europe,North Macedonia,Score,2019,5.274,84
Africa,Nigeria,Economy,2019,0.696,85
Africa,Nigeria,Family,2019,1.111,85
Africa,Nigeria,Freedom,2019,0.426,85
Africa,Nigeria,Generosity,2019,0.215,85
Africa,Nigeria,Government trust,2019,0.041,85
Africa,Nigeria,Health (Life Expectancy),2019,0.245,85
Africa,Nigeria,Score,2019,5.265,85
Asia,Kyrgyzstan,Economy,2019,0.551,86
Asia,Kyrgyzstan,Family,2019,1.438,86
Asia,Kyrgyzstan,Freedom,2019,0.508,86
Asia,Kyrgyzstan,Generosity,2019,0.3,86
Asia,Kyrgyzstan,Government trust,2019,0.023,86
Asia,Kyrgyzstan,Health (Life Expectancy),2019,0.723,86
Asia,Kyrgyzstan,Score,2019,5.261,86
Asia,Turkmenistan,Economy,2019,1.052,87
Asia,Turkmenistan,Family,2019,1.538,87
Asia,Turkmenistan,Freedom,2019,0.394,87
Asia,Turkmenistan,Generosity,2019,0.244,87
Asia,Turkmenistan,Government trust,2019,0.028,87
Asia,Turkmenistan,Health (Life Expectancy),2019,0.657,87
Asia,Turkmenistan,Score,2019,5.247,87
Africa,Algeria,Economy,2019,1.002,88
Africa,Algeria,Family,2019,1.16,88
Africa,Algeria,Freedom,2019,0.086,88
Africa,Algeria,Generosity,2019,0.073,88
Africa,Algeria,Government trust,2019,0.114,88
Africa,Algeria,Health (Life Expectancy),2019,0.785,88
Africa,Algeria,Score,2019,5.211,88
Africa,Morocco,Economy,2019,0.801,89
Africa,Morocco,Family,2019,0.782,89
Africa,Morocco,Freedom,2019,0.418,89
Africa,Morocco,Generosity,2019,0.036,89
Africa,Morocco,Government trust,2019,0.076,89
Africa,Morocco,Health (Life Expectancy),2019,0.782,89
Africa,Morocco,Score,2019,5.208,89
Asia,Azerbaijan,Economy,2019,1.043,90
Asia,Azerbaijan,Family,2019,1.147,90
Asia,Azerbaijan,Freedom,2019,0.351,90
