Continent,Country,Key,Year,Rank,Score,Value
Asia,Turkey,Health (Life Expectancy),2018,74,5.483,0.686
Asia,Pakistan,Economy,2018,75,5.472,0.652
Asia,Pakistan,Family,2018,75,5.472,0.81
Asia,Pakistan,Freedom,2018,75,5.472,0.334
Asia,Pakistan,Generosity,2018,75,5.472,0.216
Asia,Pakistan,Government trust,2018,75,5.472,0.113
Asia,Pakistan,Health (Life Expectancy),2018,75,5.472,0.424
Asia,Hong Kong SAR China,Economy,2018,76,5.43,1.405
Asia,Hong Kong SAR China,Family,2018,76,5.43,1.29
Asia,Hong Kong SAR China,Freedom,2018,76,5.43,0.524
Asia,Hong Kong SAR China,Generosity,2018,76,5.43,0.246
Asia,Hong Kong SAR China,Government trust,2018,76,5.43,0.291
Asia,Hong Kong SAR China,Health (Life Expectancy),2018,76,5.43,1.03
Europe,Portugal,Economy,2018,77,5.41,1.188
Europe,Portugal,Family,2018,77,5.41,1.429
Europe,Portugal,Freedom,2018,77,5.41,0.562
Europe,Portugal,Generosity,2018,77,5.41,0.055
Europe,Portugal,Government trust,2018,77,5.41,0.017
Europe,Portugal,Health (Life Expectancy),2018,77,5.41,0.884
Europe,Serbia,Economy,2018,78,5.398,0.975
Europe,Serbia,Family,2018,78,5.398,1.369
Europe,Serbia,Freedom,2018,78,5.398,0.288
Europe,Serbia,Generosity,2018,78,5.398,0.134
Europe,Serbia,Government trust,2018,78,5.398,0.043
Europe,Serbia,Health (Life Expectancy),2018,78,5.398,0.685
Europe,Greece,Economy,2018,79,5.358,1.154
Europe,Greece,Family,2018,79,5.358,1.202
Europe,Greece,Freedom,2018,79,5.358,0.131
Europe,Greece,Generosity,2018,79,5.358,0
Europe,Greece,Government trust,2018,79,5.358,0.044
Europe,Greece,Health (Life Expectancy),2018,79,5.358,0.879
Asia,Lebanon,Economy,2018,80,5.358,0.965
Asia,Lebanon,Family,2018,80,5.358,1.179
Asia,Lebanon,Freedom,2018,80,5.358,0.503
Asia,Lebanon,Generosity,2018,80,5.358,0.214
Asia,Lebanon,Government trust,2018,80,5.358,0.136
Asia,Lebanon,Health (Life Expectancy),2018,80,5.358,0.785
Europe,Montenegro,Economy,2018,81,5.347,1.017
Europe,Montenegro,Family,2018,81,5.347,1.279
Europe,Montenegro,Freedom,2018,81,5.347,0.259
Europe,Montenegro,Generosity,2018,81,5.347,0.111
Europe,Montenegro,Government trust,2018,81,5.347,0.081
Europe,Montenegro,Health (Life Expectancy),2018,81,5.347,0.729
Europe,Croatia,Economy,2018,82,5.321,1.115
Europe,Croatia,Family,2018,82,5.321,1.161
Europe,Croatia,Freedom,2018,82,5.321,0.38
Europe,Croatia,Generosity,2018,82,5.321,0.12
Europe,Croatia,Government trust,2018,82,5.321,0.039
Europe,Croatia,Health (Life Expectancy),2018,82,5.321,0.737
North America,Dominican Republic,Economy,2018,83,5.302,0.982
North America,Dominican Republic,Family,2018,83,5.302,1.441
North America,Dominican Republic,Freedom,2018,83,5.302,0.578
North America,Dominican Republic,Generosity,2018,83,5.302,0.12
North America,Dominican Republic,Government trust,2018,83,5.302,0.106
North America,Dominican Republic,Health (Life Expectancy),2018,83,5.302,0.614
Africa,Algeria,Economy,2018,84,5.295,0.979
Africa,Algeria,Family,2018,84,5.295,1.154
Africa,Algeria,Freedom,2018,84,5.295,0.077
Africa,Algeria,Generosity,2018,84,5.295,0.055
Africa,Algeria,Government trust,2018,84,5.295,0.135
Africa,Algeria,Health (Life Expectancy),2018,84,5.295,0.687
Africa,Morocco,Economy,2018,85,5.254,0.779
Africa,Morocco,Family,2018,85,5.254,0.797
Africa,Morocco,Freedom,2018,85,5.254,0.46
Africa,Morocco,Generosity,2018,85,5.254,0.026
Africa,Morocco,Government trust,2018,85,5.254,0.074
Africa,Morocco,Health (Life Expectancy),2018,85,5.254,0.669
Asia,China,Economy,2018,86,5.246,0.989
Asia,China,Family,2018,86,5.246,1.142
Asia,China,Freedom,2018,86,5.246,0.597
Asia,China,Generosity,2018,86,5.246,0.029
Asia,China,Government trust,2018,86,5.246,0.103
Asia,China,Health (Life Expectancy),2018,86,5.246,0.799
Asia,Azerbaijan,Economy,2018,87,5.201,1.024
Asia,Azerbaijan,Family,2018,87,5.201,1.161
Asia,Azerbaijan,Freedom,2018,87,5.201,0.43
Asia,Azerbaijan,Generosity,2018,87,5.201,0.031
Asia,Azerbaijan,Government trust,2018,87,5.201,0.176
Asia,Azerbaijan,Health (Life Expectancy),2018,87,5.201,0.603
Asia,Tajikistan,Economy,2018,88,5.199,0.474
Asia,Tajikistan,Family,2018,88,5.199,1.166
Asia,Tajikistan,Freedom,2018,88,5.199,0.292
Asia,Tajikistan,Generosity,2018,88,5.199,0.187
Asia,Tajikistan,Government trust,2018,88,5.199,0.034
Asia,Tajikistan,Health (Life Expectancy),2018,88,5.199,0.598
Europe,Macedonia,Economy,2018,89,5.185,0.959
Europe,Macedonia,Family,2018,89,5.185,1.239
Europe,Macedonia,Freedom,2018,89,5.185,0.394
Europe,Macedonia,Generosity,2018,89,5.185,0.173
Europe,Macedonia,Government trust,2018,89,5.185,0.052
Europe,Macedonia,Health (Life Expectancy),2018,89,5.185,0.691
Asia,Jordan,Economy,2018,90,5.161,0.822
Asia,Jordan,Family,2018,90,5.161,1.265
Asia,Jordan,Freedom,2018,90,5.161,0.468
Asia,Jordan,Generosity,2018,90,5.161,0.13
Asia,Jordan,Government trust,2018,90,5.161,0.134
Asia,Jordan,Health (Life Expectancy),2018,90,5.161,0.645
Africa,Nigeria,Economy,2018,91,5.155,0.689
Africa,Nigeria,Family,2018,91,5.155,1.172
Africa,Nigeria,Freedom,2018,91,5.155,0.462
Africa,Nigeria,Generosity,2018,91,5.155,0.201
Africa,Nigeria,Government trust,2018,91,5.155,0.032
Africa,Nigeria,Health (Life Expectancy),2018,91,5.155,0.048
Asia,Kyrgyzstan,Economy,2018,92,5.131,0.53
Asia,Kyrgyzstan,Family,2018,92,5.131,1.416
Asia,Kyrgyzstan,Freedom,2018,92,5.131,0.54
Asia,Kyrgyzstan,Generosity,2018,92,5.131,0.281
Asia,Kyrgyzstan,Government trust,2018,92,5.131,0.035
Asia,Kyrgyzstan,Health (Life Expectancy),2018,92,5.131,0.594
Europe,Bosnia and Herzegovina,Economy,2018,93,5.129,0.915
Europe,Bosnia and Herzegovina,Family,2018,93,5.129,1.078
Europe,Bosnia and Herzegovina,Freedom,2018,93,5.129,0.28
Europe,Bosnia and Herzegovina,Generosity,2018,93,5.129,0.216
Europe,Bosnia and Herzegovina,Government trust,2018,93,5.129,0
Europe,Bosnia and Herzegovina,Health (Life Expectancy),2018,93,5.129,0.758
Asia,Mongolia,Economy,2018,94,5.125,0.914
Asia,Mongolia,Family,2018,94,5.125,1.517
Asia,Mongolia,Freedom,2018,94,5.125,0.395
Asia,Mongolia,Generosity,2018,94,5.125,0.253
Asia,Mongolia,Government trust,2018,94,5.125,0.032
Asia,Mongolia,Health (Life Expectancy),2018,94,5.125,0.575
Asia,Vietnam,Economy,2018,95,5.103,0.715
Asia,Vietnam,Family,2018,95,5.103,1.365
Asia,Vietnam,Freedom,2018,95,5.103,0.618
Asia,Vietnam,Generosity,2018,95,5.103,0.177
Asia,Vietnam,Government trust,2018,95,5.103,0.079
Asia,Vietnam,Health (Life Expectancy),2018,95,5.103,0.702
Asia,Indonesia,Economy,2018,96,5.093,0.899
Asia,Indonesia,Family,2018,96,5.093,1.215
Asia,Indonesia,Freedom,2018,96,5.093,0.538
Asia,Indonesia,Generosity,2018,96,5.093,0.484
Asia,Indonesia,Government trust,2018,96,5.093,0.018
Asia,Indonesia,Health (Life Expectancy),2018,96,5.093,0.522
Asia,Bhutan,Economy,2018,97,5.082,0.796
Asia,Bhutan,Family,2018,97,5.082,1.335
Asia,Bhutan,Freedom,2018,97,5.082,0.541
Asia,Bhutan,Generosity,2018,97,5.082,0.364
Asia,Bhutan,Government trust,2018,97,5.082,0.171
Asia,Bhutan,Health (Life Expectancy),2018,97,5.082,0.527
Africa,Somalia,Economy,2018,98,4.982,0
Africa,Somalia,Family,2018,98,4.982,0.712
Africa,Somalia,Freedom,2018,98,4.982,0.674
Africa,Somalia,Generosity,2018,98,4.982,0.238
Africa,Somalia,Government trust,2018,98,4.982,0.282
Africa,Somalia,Health (Life Expectancy),2018,98,4.982,0.115
Africa,Cameroon,Economy,2018,99,4.975,0.535
Africa,Cameroon,Family,2018,99,4.975,0.891
Africa,Cameroon,Freedom,2018,99,4.975,0.454
Africa,Cameroon,Generosity,2018,99,4.975,0.183
Africa,Cameroon,Government trust,2018,99,4.975,0.043
Africa,Cameroon,Health (Life Expectancy),2018,99,4.975,0.182
Europe,Bulgaria,Economy,2018,100,4.933,1.054
Europe,Bulgaria,Family,2018,100,4.933,1.515
Europe,Bulgaria,Freedom,2018,100,4.933,0.359
Europe,Bulgaria,Generosity,2018,100,4.933,0.064
Europe,Bulgaria,Government trust,2018,100,4.933,0.009
Europe,Bulgaria,Health (Life Expectancy),2018,100,4.933,0.712
Asia,Nepal,Economy,2018,101,4.88,0.425
Asia,Nepal,Family,2018,101,4.88,1.228
Asia,Nepal,Freedom,2018,101,4.88,0.526
Asia,Nepal,Generosity,2018,101,4.88,0.302
Asia,Nepal,Government trust,2018,101,4.88,0.078
Asia,Nepal,Health (Life Expectancy),2018,101,4.88,0.539
South America,Venezuela,Economy,2018,102,4.806,0.996
South America,Venezuela,Family,2018,102,4.806,1.469
South America,Venezuela,Freedom,2018,102,4.806,0.133
South America,Venezuela,Generosity,2018,102,4.806,0.056
South America,Venezuela,Government trust,2018,102,4.806,0.052
South America,Venezuela,Health (Life Expectancy),2018,102,4.806,0.657
Africa,Gabon,Economy,2018,103,4.758,1.036
Africa,Gabon,Family,2018,103,4.758,1.164
Africa,Gabon,Freedom,2018,103,4.758,0.356
Africa,Gabon,Generosity,2018,103,4.758,0.032
Africa,Gabon,Government trust,2018,103,4.758,0.052
Africa,Gabon,Health (Life Expectancy),2018,103,4.758,0.404
Asia,Palestinian Territories,Economy,2018,104,4.743,0.642
Asia,Palestinian Territories,Family,2018,104,4.743,1.217
Asia,Palestinian Territories,Freedom,2018,104,4.743,0.266
Asia,Palestinian Territories,Generosity,2018,104,4.743,0.086
Asia,Palestinian Territories,Government trust,2018,104,4.743,0.076
Asia,Palestinian Territories,Health (Life Expectancy),2018,104,4.743,0.602
Africa,South Africa,Economy,2018,105,4.724,0.94
Africa,South Africa,Family,2018,105,4.724,1.41
Africa,South Africa,Freedom,2018,105,4.724,0.516
Africa,South Africa,Generosity,2018,105,4.724,0.103
Africa,South Africa,Government trust,2018,105,4.724,0.056
Africa,South Africa,Health (Life Expectancy),2018,105,4.724,0.33
Asia,Iran,Economy,2018,106,4.707,1.059
Asia,Iran,Family,2018,106,4.707,0.771
Asia,Iran,Freedom,2018,106,4.707,0.459
Asia,Iran,Generosity,2018,106,4.707,0.282
Asia,Iran,Government trust,2018,106,4.707,0.129
Asia,Iran,Health (Life Expectancy),2018,106,4.707,0.691
Africa,Ivory Coast,Economy,2018,107,4.671,0.541
Africa,Ivory Coast,Family,2018,107,4.671,0.872
Africa,Ivory Coast,Freedom,2018,107,4.671,0.467
Africa,Ivory Coast,Generosity,2018,107,4.671,0.146
Africa,Ivory Coast,Government trust,2018,107,4.671,0.103
Africa,Ivory Coast,Health (Life Expectancy),2018,107,4.671,0.08
Africa,Ghana,Economy,2018,108,4.657,0.592
Africa,Ghana,Family,2018,108,4.657,0.896
Africa,Ghana,Freedom,2018,108,4.657,0.499
Africa,Ghana,Generosity,2018,108,4.657,0.212
Africa,Ghana,Government trust,2018,108,4.657,0.029
Africa,Ghana,Health (Life Expectancy),2018,108,4.657,0.337
Africa,Senegal,Economy,2018,109,4.631,0.429
Africa,Senegal,Family,2018,109,4.631,1.117
Africa,Senegal,Freedom,2018,109,4.631,0.406
Africa,Senegal,Generosity,2018,109,4.631,0.138
Africa,Senegal,Government trust,2018,109,4.631,0.082
Africa,Senegal,Health (Life Expectancy),2018,109,4.631,0.433
Asia,Laos,Economy,2018,110,4.623,0.72
Asia,Laos,Family,2018,110,4.623,1.034
Asia,Laos,Freedom,2018,110,4.623,0.626
Asia,Laos,Generosity,2018,110,4.623,0.23
Asia,Laos,Government trust,2018,110,4.623,0.174
Asia,Laos,Health (Life Expectancy),2018,110,4.623,0.441
Africa,Tunisia,Economy,2018,111,4.592,0.9
Africa,Tunisia,Family,2018,111,4.592,0.906
Africa,Tunisia,Freedom,2018,111,4.592,0.271
Africa,Tunisia,Generosity,2018,111,4.592,0.04
Africa,Tunisia,Government trust,2018,111,4.592,0.063
Africa,Tunisia,Health (Life Expectancy),2018,111,4.592,0.69
Europe,Albania,Economy,2018,112,4.586,0.916
Europe,Albania,Family,2018,112,4.586,0.817
Europe,Albania,Freedom,2018,112,4.586,0.419
Europe,Albania,Generosity,2018,112,4.586,0.149
Europe,Albania,Government trust,2018,112,4.586,0.032
Europe,Albania,Health (Life Expectancy),2018,112,4.586,0.79
Africa,Sierra Leone,Economy,2018,113,4.571,0.256
Africa,Sierra Leone,Family,2018,113,4.571,0.813
Africa,Sierra Leone,Freedom,2018,113,4.571,0.355
Africa,Sierra Leone,Generosity,2018,113,4.571,0.238
Africa,Sierra Leone,Government trust,2018,113,4.571,0.053
Africa,Sierra Leone,Health (Life Expectancy),2018,113,4.571,0
Africa,Republic of the Congo,Economy,2018,114,4.559,0.682
Africa,Republic of the Congo,Family,2018,114,4.559,0.811
Africa,Republic of the Congo,Freedom,2018,114,4.559,0.514
Africa,Republic of the Congo,Generosity,2018,114,4.559,0.091
Africa,Republic of the Congo,Government trust,2018,114,4.559,0.077
Africa,Republic of the Congo,Health (Life Expectancy),2018,114,4.559,0.343
Asia,Bangladesh,Economy,2018,115,4.5,0.532
Asia,Bangladesh,Family,2018,115,4.5,0.85
Asia,Bangladesh,Freedom,2018,115,4.5,0.58
Asia,Bangladesh,Generosity,2018,115,4.5,0.153
Asia,Bangladesh,Government trust,2018,115,4.5,0.144
Asia,Bangladesh,Health (Life Expectancy),2018,115,4.5,0.579
Asia,Sri Lanka,Economy,2018,116,4.471,0.918
Asia,Sri Lanka,Family,2018,116,4.471,1.314
Asia,Sri Lanka,Freedom,2018,116,4.471,0.585
Asia,Sri Lanka,Generosity,2018,116,4.471,0.307
Asia,Sri Lanka,Government trust,2018,116,4.471,0.05
Asia,Sri Lanka,Health (Life Expectancy),2018,116,4.471,0.672
Asia,Iraq,Economy,2018,117,4.456,1.01
Asia,Iraq,Family,2018,117,4.456,0.971
Asia,Iraq,Freedom,2018,117,4.456,0.304
Asia,Iraq,Generosity,2018,117,4.456,0.148
Asia,Iraq,Government trust,2018,117,4.456,0.095
Asia,Iraq,Health (Life Expectancy),2018,117,4.456,0.536
Africa,Mali,Economy,2018,118,4.447,0.37
Africa,Mali,Family,2018,118,4.447,1.233
Africa,Mali,Freedom,2018,118,4.447,0.367
Africa,Mali,Generosity,2018,118,4.447,0.139
Africa,Mali,Government trust,2018,118,4.447,0.056
Africa,Mali,Health (Life Expectancy),2018,118,4.447,0.152
Africa,Namibia,Economy,2018,119,4.441,0.874
Africa,Namibia,Family,2018,119,4.441,1.281
Africa,Namibia,Freedom,2018,119,4.441,0.519
Africa,Namibia,Generosity,2018,119,4.441,0.051
Africa,Namibia,Government trust,2018,119,4.441,0.064
Africa,Namibia,Health (Life Expectancy),2018,119,4.441,0.365
Asia,Cambodia,Economy,2018,120,4.433,0.549
Asia,Cambodia,Family,2018,120,4.433,1.088
Asia,Cambodia,Freedom,2018,120,4.433,0.696
Asia,Cambodia,Generosity,2018,120,4.433,0.256
Asia,Cambodia,Government trust,2018,120,4.433,0.065
Asia,Cambodia,Health (Life Expectancy),2018,120,4.433,0.457
Africa,Burkina Faso,Economy,2018,121,4.424,0.314
Africa,Burkina Faso,Family,2018,121,4.424,1.097
Africa,Burkina Faso,Freedom,2018,121,4.424,0.312
Africa,Burkina Faso,Generosity,2018,121,4.424,0.175
Africa,Burkina Faso,Government trust,2018,121,4.424,0.128
Africa,Burkina Faso,Health (Life Expectancy),2018,121,4.424,0.254
Africa,Egypt,Economy,2018,122,4.419,0.885
Africa,Egypt,Family,2018,122,4.419,1.025
Africa,Egypt,Freedom,2018,122,4.419,0.312
Africa,Egypt,Generosity,2018,122,4.419,0.092
Africa,Egypt,Government trust,2018,122,4.419,0.107
Africa,Egypt,Health (Life Expectancy),2018,122,4.419,0.553
Africa,Mozambique,Economy,2018,123,4.417,0.198
Africa,Mozambique,Family,2018,123,4.417,0.902
Africa,Mozambique,Freedom,2018,123,4.417,0.531
Africa,Mozambique,Generosity,2018,123,4.417,0.206
Africa,Mozambique,Government trust,2018,123,4.417,0.158
Africa,Mozambique,Health (Life Expectancy),2018,123,4.417,0.173
Africa,Kenya,Economy,2018,124,4.41,0.493
Africa,Kenya,Family,2018,124,4.41,1.048
Africa,Kenya,Freedom,2018,124,4.41,0.504
Africa,Kenya,Generosity,2018,124,4.41,0.352
Africa,Kenya,Government trust,2018,124,4.41,0.055
Africa,Kenya,Health (Life Expectancy),2018,124,4.41,0.454
Africa,Zambia,Economy,2018,125,4.377,0.562
Africa,Zambia,Family,2018,125,4.377,1.047
Africa,Zambia,Freedom,2018,125,4.377,0.503
Africa,Zambia,Generosity,2018,125,4.377,0.221
Africa,Zambia,Government trust,2018,125,4.377,0.082
Africa,Zambia,Health (Life Expectancy),2018,125,4.377,0.295
Africa,Mauritania,Economy,2018,126,4.356,0.557
Africa,Mauritania,Family,2018,126,4.356,1.245
Africa,Mauritania,Freedom,2018,126,4.356,0.129
Africa,Mauritania,Generosity,2018,126,4.356,0.134
Africa,Mauritania,Government trust,2018,126,4.356,0.093
Africa,Mauritania,Health (Life Expectancy),2018,126,4.356,0.292
Africa,Ethiopia,Economy,2018,127,4.35,0.308
Africa,Ethiopia,Family,2018,127,4.35,0.95
Africa,Ethiopia,Freedom,2018,127,4.35,0.452
Africa,Ethiopia,Generosity,2018,127,4.35,0.22
Africa,Ethiopia,Government trust,2018,127,4.35,0.146
Africa,Ethiopia,Health (Life Expectancy),2018,127,4.35,0.391
Asia,Georgia,Economy,2018,128,4.34,0.853
Asia,Georgia,Family,2018,128,4.34,0.592
Asia,Georgia,Freedom,2018,128,4.34,0.375
Asia,Georgia,Generosity,2018,128,4.34,0.038
Asia,Georgia,Government trust,2018,128,4.34,0.215
Asia,Georgia,Health (Life Expectancy),2018,128,4.34,0.643
Asia,Armenia,Economy,2018,129,4.321,0.816
Asia,Armenia,Family,2018,129,4.321,0.99
Asia,Armenia,Freedom,2018,129,4.321,0.26
Asia,Armenia,Generosity,2018,129,4.321,0.077
Asia,Armenia,Government trust,2018,129,4.321,0.028
Asia,Armenia,Health (Life Expectancy),2018,129,4.321,0.666
Asia,Myanmar,Economy,2018,130,4.308,0.682
Asia,Myanmar,Family,2018,130,4.308,1.174
Asia,Myanmar,Freedom,2018,130,4.308,0.58
Asia,Myanmar,Generosity,2018,130,4.308,0.598
Asia,Myanmar,Government trust,2018,130,4.308,0.178
Asia,Myanmar,Health (Life Expectancy),2018,130,4.308,0.429
Africa,Chad,Economy,2018,131,4.301,0.358
Africa,Chad,Family,2018,131,4.301,0.907
Africa,Chad,Freedom,2018,131,4.301,0.189
Africa,Chad,Generosity,2018,131,4.301,0.181
Africa,Chad,Government trust,2018,131,4.301,0.06
Africa,Chad,Health (Life Expectancy),2018,131,4.301,0.053
Africa,Democratic Republic of the Congo,Economy,2018,132,4.245,0.069
Africa,Democratic Republic of the Congo,Family,2018,132,4.245,1.136
Africa,Democratic Republic of the Congo,Freedom,2018,132,4.245,0.312
Africa,Democratic Republic of the Congo,Generosity,2018,132,4.245,0.197
Africa,Democratic Republic of the Congo,Government trust,2018,132,4.245,0.052
Africa,Democratic Republic of the Congo,Health (Life Expectancy),2018,132,4.245,0.204
Asia,India,Economy,2018,133,4.19,0.721
Asia,India,Family,2018,133,4.19,0.747
Asia,India,Freedom,2018,133,4.19,0.539
Asia,India,Generosity,2018,133,4.19,0.172
Asia,India,Government trust,2018,133,4.19,0.093
Asia,India,Health (Life Expectancy),2018,133,4.19,0.485
Africa,Niger,Economy,2018,134,4.166,0.131
Africa,Niger,Family,2018,134,4.166,0.867
Africa,Niger,Freedom,2018,134,4.166,0.39
Africa,Niger,Generosity,2018,134,4.166,0.175
Africa,Niger,Government trust,2018,134,4.166,0.099
Africa,Niger,Health (Life Expectancy),2018,134,4.166,0.221
Africa,Uganda,Economy,2018,135,4.161,0.322
Africa,Uganda,Family,2018,135,4.161,1.09
Africa,Uganda,Freedom,2018,135,4.161,0.45
Africa,Uganda,Generosity,2018,135,4.161,0.259
Africa,Uganda,Government trust,2018,135,4.161,0.061
Africa,Uganda,Health (Life Expectancy),2018,135,4.161,0.237
Africa,Benin,Economy,2018,136,4.141,0.378
Africa,Benin,Family,2018,136,4.141,0.372
Africa,Benin,Freedom,2018,136,4.141,0.44
Africa,Benin,Generosity,2018,136,4.141,0.163
Africa,Benin,Government trust,2018,136,4.141,0.067
Africa,Benin,Health (Life Expectancy),2018,136,4.141,0.24
Africa,Sudan,Economy,2018,137,4.139,0.605
Africa,Sudan,Family,2018,137,4.139,1.24
Africa,Sudan,Freedom,2018,137,4.139,0.016
Africa,Sudan,Generosity,2018,137,4.139,0.134
Africa,Sudan,Government trust,2018,137,4.139,0.082
Africa,Sudan,Health (Life Expectancy),2018,137,4.139,0.312
Europe,Ukraine,Economy,2018,138,4.103,0.793
Europe,Ukraine,Family,2018,138,4.103,1.413
Europe,Ukraine,Freedom,2018,138,4.103,0.163
Europe,Ukraine,Generosity,2018,138,4.103,0.187
Europe,Ukraine,Government trust,2018,138,4.103,0.011
Europe,Ukraine,Health (Life Expectancy),2018,138,4.103,0.609
Africa,Togo,Economy,2018,139,3.999,0.259
Africa,Togo,Family,2018,139,3.999,0.474
Africa,Togo,Freedom,2018,139,3.999,0.434
Africa,Togo,Generosity,2018,139,3.999,0.158
Africa,Togo,Government trust,2018,139,3.999,0.101
Africa,Togo,Health (Life Expectancy),2018,139,3.999,0.253
Africa,Guinea,Economy,2018,140,3.964,0.344
Africa,Guinea,Family,2018,140,3.964,0.792
Africa,Guinea,Freedom,2018,140,3.964,0.394
Africa,Guinea,Generosity,2018,140,3.964,0.185
Africa,Guinea,Government trust,2018,140,3.964,0.094
Africa,Guinea,Health (Life Expectancy),2018,140,3.964,0.211
Africa,Lesotho,Economy,2018,141,3.808,0.472
Africa,Lesotho,Family,2018,141,3.808,1.215
Africa,Lesotho,Freedom,2018,141,3.808,0.423
Africa,Lesotho,Generosity,2018,141,3.808,0.116
Africa,Lesotho,Government trust,2018,141,3.808,0.112
Africa,Lesotho,Health (Life Expectancy),2018,141,3.808,0.079
Africa,Angola,Economy,2018,142,3.795,0.73
Africa,Angola,Family,2018,142,3.795,1.125
Africa,Angola,Freedom,2018,142,3.795,0
Africa,Angola,Generosity,2018,142,3.795,0.079
Africa,Angola,Government trust,2018,142,3.795,0.061
Africa,Angola,Health (Life Expectancy),2018,142,3.795,0.269
Africa,Madagascar,Economy,2018,143,3.774,0.262
Africa,Madagascar,Family,2018,143,3.774,0.908
Africa,Madagascar,Freedom,2018,143,3.774,0.221
Africa,Madagascar,Generosity,2018,143,3.774,0.155
Africa,Madagascar,Government trust,2018,143,3.774,0.049
Africa,Madagascar,Health (Life Expectancy),2018,143,3.774,0.402
Africa,Zimbabwe,Economy,2018,144,3.692,0.357
Africa,Zimbabwe,Family,2018,144,3.692,1.094
Africa,Zimbabwe,Freedom,2018,144,3.692,0.406
Africa,Zimbabwe,Generosity,2018,144,3.692,0.132
Africa,Zimbabwe,Government trust,2018,144,3.692,0.099
Africa,Zimbabwe,Health (Life Expectancy),2018,144,3.692,0.248
Asia,Afghanistan,Economy,2018,145,3.632,0.332
Asia,Afghanistan,Family,2018,145,3.632,0.537
Asia,Afghanistan,Freedom,2018,145,3.632,0.085
Asia,Afghanistan,Generosity,2018,145,3.632,0.191
Asia,Afghanistan,Government trust,2018,145,3.632,0.036
Asia,Afghanistan,Health (Life Expectancy),2018,145,3.632,0.255
Africa,Botswana,Economy,2018,146,3.59,1.017
Africa,Botswana,Family,2018,146,3.59,1.174
Africa,Botswana,Freedom,2018,146,3.59,0.557
Africa,Botswana,Generosity,2018,146,3.59,0.042
Africa,Botswana,Government trust,2018,146,3.59,0.092
Africa,Botswana,Health (Life Expectancy),2018,146,3.59,0.417
Africa,Malawi,Economy,2018,147,3.587,0.186
Africa,Malawi,Family,2018,147,3.587,0.541
Africa,Malawi,Freedom,2018,147,3.587,0.531
Africa,Malawi,Generosity,2018,147,3.587,0.21
Africa,Malawi,Government trust,2018,147,3.587,0.08
Africa,Malawi,Health (Life Expectancy),2018,147,3.587,0.306
North America,Haiti,Economy,2018,148,3.582,0.315
North America,Haiti,Family,2018,148,3.582,0.714
North America,Haiti,Freedom,2018,148,3.582,0.025
North America,Haiti,Generosity,2018,148,3.582,0.392
North America,Haiti,Government trust,2018,148,3.582,0.104
North America,Haiti,Health (Life Expectancy),2018,148,3.582,0.289
Africa,Liberia,Economy,2018,149,3.495,0.076
Africa,Liberia,Family,2018,149,3.495,0.858
Africa,Liberia,Freedom,2018,149,3.495,0.419
Africa,Liberia,Generosity,2018,149,3.495,0.206
Africa,Liberia,Government trust,2018,149,3.495,0.03
Africa,Liberia,Health (Life Expectancy),2018,149,3.495,0.267
Asia,Syria,Economy,2018,150,3.462,0.689
Asia,Syria,Family,2018,150,3.462,0.382
Asia,Syria,Freedom,2018,150,3.462,0.088
Asia,Syria,Generosity,2018,150,3.462,0.376
Asia,Syria,Government trust,2018,150,3.462,0.144
Asia,Syria,Health (Life Expectancy),2018,150,3.462,0.539
Africa,Rwanda,Economy,2018,151,3.408,0.332
Africa,Rwanda,Family,2018,151,3.408,0.896
Africa,Rwanda,Freedom,2018,151,3.408,0.636
Africa,Rwanda,Generosity,2018,151,3.408,0.2
Africa,Rwanda,Government trust,2018,151,3.408,0.444
Africa,Rwanda,Health (Life Expectancy),2018,151,3.408,0.4
Asia,Yemen,Economy,2018,152,3.355,0.442
Asia,Yemen,Family,2018,152,3.355,1.073
Asia,Yemen,Freedom,2018,152,3.355,0.244
Asia,Yemen,Generosity,2018,152,3.355,0.083
Asia,Yemen,Government trust,2018,152,3.355,0.064
Asia,Yemen,Health (Life Expectancy),2018,152,3.355,0.343
Africa,Tanzania,Economy,2018,153,3.303,0.455
Africa,Tanzania,Family,2018,153,3.303,0.991
Africa,Tanzania,Freedom,2018,153,3.303,0.481
Africa,Tanzania,Generosity,2018,153,3.303,0.27
Africa,Tanzania,Government trust,2018,153,3.303,0.097
Africa,Tanzania,Health (Life Expectancy),2018,153,3.303,0.381
Africa,South Sudan,Economy,2018,154,3.254,0.337
Africa,South Sudan,Family,2018,154,3.254,0.608
Africa,South Sudan,Freedom,2018,154,3.254,0.112
Africa,South Sudan,Generosity,2018,154,3.254,0.224
Africa,South Sudan,Government trust,2018,154,3.254,0.106
Africa,South Sudan,Health (Life Expectancy),2018,154,3.254,0.177
Africa,Central African Republic,Economy,2018,155,3.083,0.024
Africa,Central African Republic,Family,2018,155,3.083,0
Africa,Central African Republic,Freedom,2018,155,3.083,0.305
Africa,Central African Republic,Generosity,2018,155,3.083,0.218
Africa,Central African Republic,Government trust,2018,155,3.083,0.038
Africa,Central African Republic,Health (Life Expectancy),2018,155,3.083,0.01
Africa,Burundi,Economy,2018,156,2.905,0.091
Africa,Burundi,Family,2018,156,2.905,0.627
Africa,Burundi,Freedom,2018,156,2.905,0.065
Africa,Burundi,Generosity,2018,156,2.905,0.149
Africa,Burundi,Government trust,2018,156,2.905,0.076
Africa,Burundi,Health (Life Expectancy),2018,156,2.905,0.145
